x	y	SDRAM address	size/bytes	time taken/s	transfer rate/(Mb/s)	missing sequence numbers
0	0	0x602439c0	12	0.001187	0.077107	[]
0	0	0x602439cc	4	0.000458	0.066670	[]
0	0	0x602439d0	1224	0.000942	9.915101	[]
0	0	0x60243e98	24	0.000463	0.395731	[]
0	0	0x6024405c	12	0.000418	0.219051	[]
0	0	0x60244068	156	0.000443	2.689673	[]
0	0	0x60244888	4	0.000446	0.068488	[]
0	0	0x6024488c	36	0.000443	0.620261	[]
0	0	0x602448b0	32	0.000430	0.567502	[]
0	0	0x60254a84	4	0.000467	0.065387	[]
0	0	0x60254a88	184	0.000490	2.862742	[]
0	0	0x60254b44	516	0.000485	8.110992	[]
0	0	0x60254d48	4	0.000418	0.073078	[]
0	0	0x60254f70	76	0.000420	1.380189	[]
0	0	0x602558d0	12	0.000441	0.207461	[]
0	0	0x602558dc	156	0.000403	2.950890	[]
0	0	0x602560fc	4	0.000458	0.066686	[]
0	0	0x60256100	36	0.000428	0.641018	[]
0	0	0x60256124	32	0.000440	0.554837	[]
0	0	0x602662f8	4	0.000431	0.070732	[]
0	0	0x602662fc	184	0.000439	3.201154	[]
0	0	0x602663b8	516	0.000562	7.001648	[]
0	0	0x602665bc	4	0.000365	0.083635	[]
0	0	0x602667e4	76	0.000410	1.413808	[]
0	0	0x60267144	12	0.000438	0.208890	[]
0	0	0x60267150	156	0.000454	2.621600	[]
0	0	0x60267970	4	0.000429	0.071208	[]
0	0	0x60267974	36	0.000548	0.501080	[]
0	0	0x60267998	32	0.000414	0.589737	[]
0	0	0x60277b6c	4	0.000442	0.069117	[]
0	0	0x60277b70	184	0.000445	3.151850	[]
0	0	0x60277c2c	516	0.000477	8.251071	[]
0	0	0x60277e30	4	0.000521	0.058530	[]
0	0	0x60278058	76	0.000509	1.138242	[]
0	0	0x602789b8	12	0.000420	0.218060	[]
0	0	0x602789c4	156	0.000424	2.805837	[]
0	0	0x602791e4	4	0.000434	0.070328	[]
0	0	0x602791e8	36	0.000436	0.630382	[]
0	0	0x6027920c	32	0.000494	0.493850	[]
0	0	0x602893e0	4	0.000423	0.072065	[]
0	0	0x602893e4	184	0.000413	3.400847	[]
0	0	0x602894a0	516	0.000451	8.729130	[]
0	0	0x602896a4	4	0.000433	0.070504	[]
0	0	0x602898cc	76	0.000426	1.359638	[]
0	0	0x6028a22c	12	0.000424	0.215931	[]
0	0	0x6028a238	156	0.000439	2.714022	[]
0	0	0x6028aa58	4	0.000471	0.064853	[]
0	0	0x6028aa5c	36	0.000525	0.522798	[]
0	0	0x6028aa80	32	0.000425	0.574176	[]
0	0	0x6029ac54	4	0.000429	0.071173	[]
0	0	0x6029ac58	184	0.000404	3.473209	[]
0	0	0x6029ad14	516	0.000543	7.255083	[]
0	0	0x6029af18	4	0.000441	0.069158	[]
0	0	0x6029b140	76	0.000439	1.319328	[]
0	0	0x6029baa0	12	0.000398	0.230042	[]
0	0	0x6029baac	156	0.000403	2.954252	[]
0	0	0x6029c2cc	4	0.000420	0.072610	[]
0	0	0x6029c2d0	36	0.000399	0.688915	[]
0	0	0x6029c2f4	32	0.000413	0.591753	[]
0	0	0x602ac4c8	4	0.000401	0.076117	[]
0	0	0x602ac4cc	184	0.000426	3.297632	[]
0	0	0x602ac588	516	0.000556	7.083039	[]
0	0	0x602ac78c	4	0.000467	0.065391	[]
0	0	0x602ac9b4	76	0.000439	1.321222	[]
0	0	0x602ad314	12	0.000414	0.221328	[]
0	0	0x602ad320	156	0.000409	2.911541	[]
0	0	0x602adb40	4	0.000416	0.073278	[]
0	0	0x602adb44	36	0.000420	0.653432	[]
0	0	0x602adb68	32	0.000398	0.613631	[]
0	0	0x602bdd3c	4	0.000397	0.076928	[]
0	0	0x602bdd40	184	0.000442	3.174874	[]
0	0	0x602bddfc	516	0.000525	7.494279	[]
0	0	0x602be000	4	0.000402	0.075840	[]
0	0	0x602be228	76	0.000430	1.348978	[]
0	0	0x602beb88	12	0.000392	0.233683	[]
0	0	0x602beb94	156	0.000389	3.056601	[]
0	0	0x602bf3b4	4	0.000379	0.080574	[]
0	0	0x602bf3b8	36	0.000468	0.587025	[]
0	0	0x602bf3dc	32	0.000476	0.512855	[]
