x	y	SDRAM address	size/bytes	time taken/s	transfer rate/(Mb/s)	missing sequence numbers
0	0	0x602439c0	12	0.001160	0.078933	[]
0	0	0x602439cc	4	0.000437	0.069820	[]
0	0	0x602439d0	1224	0.000747	12.497931	[]
0	0	0x60243e98	24	0.000469	0.390257	[]
0	0	0x602549a0	12	0.000396	0.231415	[]
0	0	0x602549ac	156	0.000453	2.626860	[]
0	0	0x602551cc	4	0.000440	0.069364	[]
0	0	0x602551d0	36	0.000468	0.587137	[]
0	0	0x602551f4	32	0.000439	0.555658	[]
0	0	0x6027c598	4	0.000406	0.075162	[]
0	0	0x6027c59c	184	0.000446	3.144648	[]
0	0	0x6027c658	516	0.000504	7.817359	[]
0	0	0x6027c85c	4	0.000463	0.065925	[]
0	0	0x6027cd68	76	0.000460	1.261079	[]
0	0	0x6027d6c8	12	0.000425	0.215559	[]
0	0	0x6027d6d4	156	0.000401	2.967733	[]
0	0	0x6027def4	4	0.000474	0.064362	[]
0	0	0x6027def8	36	0.000447	0.614445	[]
0	0	0x6027df1c	32	0.000452	0.540311	[]
0	0	0x602a52c0	4	0.000429	0.071101	[]
0	0	0x602a52c4	184	0.000460	3.049490	[]
0	0	0x602a5380	516	0.000537	7.332772	[]
0	0	0x602a5584	4	0.000406	0.075109	[]
0	0	0x602a5a90	76	0.000431	1.345129	[]
0	0	0x602a63f0	12	0.000429	0.213394	[]
0	0	0x602a63fc	156	0.000436	2.730961	[]
0	0	0x602a6c1c	4	0.000384	0.079524	[]
0	0	0x602a6c20	36	0.000476	0.576464	[]
0	0	0x602a6c44	32	0.000422	0.578569	[]
0	0	0x602cdfe8	4	0.000442	0.069067	[]
0	0	0x602cdfec	184	0.000428	3.281974	[]
0	0	0x602ce0a8	516	0.000547	7.198805	[]
0	0	0x602ce2ac	4	0.000475	0.064313	[]
0	0	0x602ce7b8	76	0.000394	1.471873	[]
0	0	0x602cf118	12	0.000417	0.219566	[]
0	0	0x602cf124	156	0.000434	2.743356	[]
0	0	0x602cf944	4	0.000440	0.069347	[]
0	0	0x602cf948	36	0.000439	0.625187	[]
0	0	0x602cf96c	32	0.000428	0.570726	[]
0	0	0x602f6d10	4	0.000441	0.069180	[]
