x	y	SDRAM address	size/bytes	time taken/s	transfer rate/(Mb/s)	missing sequence numbers
0	0	0x602439c0	12	0.001157	0.079139	[]
0	0	0x602439cc	4	0.000460	0.066331	[]
0	0	0x602439d0	1224	0.000851	10.974399	[]
0	0	0x60243e98	24	0.000422	0.433549	[]
0	0	0x60261340	12	0.000472	0.193851	[]
0	0	0x6026134c	156	0.000448	2.656113	[]
0	0	0x60261b6c	4	0.000472	0.064621	[]
0	0	0x60261b70	36	0.000391	0.703130	[]
0	0	0x60261b94	32	0.000411	0.593335	[]
0	0	0x602a1d68	4	0.000466	0.065496	[]
0	0	0x602a1d6c	184	0.000455	3.085484	[]
0	0	0x602a1e28	516	0.000535	7.364184	[]
0	0	0x602a202c	4	0.000478	0.063884	[]
0	0	0x602a2854	76	0.000453	1.280094	[]
0	0	0x602a31b4	12	0.000449	0.203830	[]
0	0	0x602a31c0	156	0.000454	2.619523	[]
0	0	0x602a39e0	4	0.000459	0.066506	[]
0	0	0x602a39e4	36	0.000448	0.612732	[]
0	0	0x602a3a08	32	0.000448	0.544602	[]
0	0	0x602e3bdc	4	0.000400	0.076299	[]
0	0	0x602e3be0	184	0.000437	3.211480	[]
0	0	0x602e3c9c	516	0.000522	7.545126	[]
0	0	0x602e3ea0	4	0.000442	0.069111	[]
0	0	0x602e46c8	76	0.000433	1.338700	[]
0	0	0x602e5028	12	0.000419	0.218273	[]
0	0	0x602e5034	156	0.000437	2.725021	[]
0	0	0x602e5854	4	0.000438	0.069648	[]
0	0	0x602e5858	36	0.000473	0.580069	[]
0	0	0x602e587c	32	0.000459	0.531674	[]
0	0	0x60325a50	4	0.000503	0.060619	[]
0	0	0x60325a54	184	0.000455	3.085687	[]
0	0	0x60325b10	516	0.000464	8.484194	[]
0	0	0x60325d14	4	0.000398	0.076693	[]
0	0	0x6032653c	76	0.000446	1.298673	[]
0	0	0x60326e9c	12	0.000426	0.215068	[]
0	0	0x60326ea8	156	0.000421	2.824146	[]
0	0	0x603276c8	4	0.000419	0.072909	[]
0	0	0x603276cc	36	0.000476	0.576708	[]
0	0	0x603276f0	32	0.000377	0.647380	[]
0	0	0x603678c4	4	0.000420	0.072678	[]
0	0	0x603678c8	184	0.000416	3.374362	[]
0	0	0x60367984	516	0.000408	9.659309	[]
0	0	0x60367b88	4	0.000523	0.058363	[]
0	0	0x603683b0	76	0.000493	1.175936	[]
0	0	0x60368d10	12	0.000398	0.230089	[]
0	0	0x60368d1c	156	0.000463	2.573190	[]
0	0	0x6036953c	4	0.000441	0.069238	[]
0	0	0x60369540	36	0.000433	0.633931	[]
0	0	0x60369564	32	0.000450	0.542955	[]
0	0	0x603a9738	4	0.000422	0.072301	[]
0	0	0x603a973c	184	0.000410	3.427250	[]
0	0	0x603a97f8	516	0.000539	7.303809	[]
0	0	0x603a99fc	4	0.000392	0.077936	[]
