x	y	SDRAM address	size/bytes	time taken/s	transfer rate/(Mb/s)	missing sequence numbers
0	0	0x602439c0	12	0.001155	0.079246	[]
0	0	0x602439cc	4	0.000459	0.066517	[]
0	0	0x602439d0	1224	0.000879	10.619361	[]
0	0	0x60243e98	24	0.000456	0.401766	[]
0	0	0x60261340	12	0.000434	0.210882	[]
0	0	0x6026134c	156	0.000418	2.848751	[]
0	0	0x60261b6c	4	0.000447	0.068270	[]
0	0	0x60261b70	36	0.000391	0.702988	[]
0	0	0x60261b94	32	0.000413	0.590438	[]
0	0	0x602a1d68	4	0.000430	0.070973	[]
0	0	0x602a1d6c	184	0.000417	3.363294	[]
0	0	0x602a1e28	516	0.000493	7.984665	[]
0	0	0x602a202c	4	0.000405	0.075419	[]
0	0	0x602a2854	76	0.000432	1.342575	[]
0	0	0x602a31b4	12	0.000447	0.204673	[]
0	0	0x602a31c0	156	0.000437	2.720480	[]
0	0	0x602a39e0	4	0.000460	0.066413	[]
0	0	0x602a39e4	36	0.000414	0.663470	[]
0	0	0x602a3a08	32	0.000449	0.543741	[]
0	0	0x602e3bdc	4	0.000440	0.069421	[]
0	0	0x602e3be0	184	0.000383	3.665000	[]
0	0	0x602e3c9c	516	0.000541	7.273715	[]
0	0	0x602e3ea0	4	0.000440	0.069401	[]
0	0	0x602e46c8	76	0.000434	1.336325	[]
0	0	0x602e5028	12	0.000434	0.210897	[]
0	0	0x602e5034	156	0.000434	2.741535	[]
0	0	0x602e5854	4	0.000440	0.069386	[]
0	0	0x602e5858	36	0.000434	0.632894	[]
0	0	0x602e587c	32	0.000383	0.636791	[]
0	0	0x60325a50	4	0.000462	0.066084	[]
0	0	0x60325a54	184	0.000420	3.344065	[]
0	0	0x60325b10	516	0.000472	8.346603	[]
0	0	0x60325d14	4	0.000549	0.055609	[]
0	0	0x6032653c	76	0.000500	1.158852	[]
0	0	0x60326e9c	12	0.000416	0.219924	[]
0	0	0x60326ea8	156	0.000420	2.831604	[]
0	0	0x603276c8	4	0.000418	0.073083	[]
0	0	0x603276cc	36	0.000470	0.584962	[]
0	0	0x603276f0	32	0.000423	0.576657	[]
0	0	0x603678c4	4	0.000418	0.073029	[]
0	0	0x603678c8	184	0.000415	3.384049	[]
0	0	0x60367984	516	0.000406	9.691411	[]
0	0	0x60367b88	4	0.000448	0.068118	[]
0	0	0x603683b0	76	0.000421	1.377337	[]
